key,artist,song,link,text
774,Katy Perry,Niggas In Paris,/k/katy+perry/niggas+in+paris_21010991.html,"[Verse 1:]  
So I ball so hard mothafuckas wanna fine me, first niggas gotta find me  
What's 50 grand to a mothafucka like me, can you please remind me  
(Ball so hard) This shit crazy, y'all don't know that don't shit faze me  
The Nets could go 0 for 82 and I'd look at you like this shit gravy  
(Ball so hard) This shit weird, we ain't even spose to be here  
(Ball so hard) Since we here, it's only right that we'd be fair  
Psycho: I'm liable to go Michael, take your pick  
Jackson, Tyson, Jordan, Game 6  
(Ball so hard) Got a broken clock, Rolleys that don't tick tock  
Audemars that's losing time, hidden behind all these big rocks  
(Ball so hard) I'm shocked too, I'm supposed to be locked up too  
If you escaped what I've escaped, you'd be in Paris getting fucked up too  
(Ball so hard) Let's get faded, Le Meurice for like 6 days  
Gold bottles, scold models, spillin' Ace on my sick J's  
(Ball so hard) Bitch, behave, just might let you meet 'Ye  
Chi town's D. Rose, I'm moving the Nets to BK  
  
[Hook]  
Ball so hard mothafuckas want to fine me  
(That shit cray, that shit cray, that shit cray)  
  
[Verse 2:]  
She said, ""'Ye can we get married at the mall?""  
I said, ""Look, you need to crawl 'fore you ball  
Come and meet me in the bathroom stall  
And show me why you deserve to have it all.""  
That shit cray, ain't it Jay? What she order, fish filet?  
Your whip so cold--this old thing?  
Act like you'll ever be around mothafuckas like this again  
Bourgie girl, grab her hand, fuck that bitch she don't wanna dance  
Excuse my French but I'm in France, I'm just sayin'  
Prince Williams ain't do it right if you ask me  
Cause I was him, I would have married Kate and Ashley  
What's Gucci, my nigga? What's Louis, my killa?  
What's drugs, my dealer? What's that jacket, Margiela?  
Doctors say I'm the illest, cause I'm suffering from realness  
Got my niggas in Paris and they going gorillas, huh  
  
[Interlude]  
I don't even know what that means  
(No one knows what it means, but it's provocative)  
No it's not, it's gross (Gets the people going)  
  
[Hook]  
  
[Verse 3]  
You are now watching the throne, don't let me get in my zone  
Don't let me get in my zone, don't let me get in my zone  
These other niggas is lyin, actin' like the summer ain't mine  
(I got that hot bitch in my home) You know how many hot bitches I own  
Don't let me get in my zone, don't let me get in my zone  
Don't let me get in my zone, don't let me get in my zone  
The stars is in the building, they hands is to the ceiling  
I know I'm 'bout to kill it, how you know? I got that feeling  
You are now watching the throne, don't let me into my zone  
Don't let me into my zone (I'm definitely in my zone)

"
775,Katy Perry,Not Like The Movies,/k/katy+perry/not+like+the+movies_20466390.html,"He put it on me, I put it on,  
Like there was nothing wrong  
It didn't fit,  
It wasn't right  
Wasn't just the size  
They say you know,  
When you know  
I don't know  
  
I didn't feel  
The fairytale feeling, no  
Am I a stupid girl  
For even dreaming that I could  
  
If it's not like the movies,  
That's how it should be, yeah  
When he's the one,  
I'll come undone,  
And my world will stop spinning  
And that's just the beginning, yeah  
  
Snow white said when I was young,  
""One day my prince will come""  
So I wait for that date  
They say its hard to meet your match,  
Find my better half  
So we make perfect shapes  
If stars don't align,  
If it doesn't stop time,  
If you cant see the sign,  
Wait for it  
One hundred percent,  
With every penny spent  
He'll be the one that,  
Finishes your sentences  
  
If it's not like the movies,  
That's how it will be  
When he's the one,  
And my world will stop spinning,  
And that's just the beginning  
  
Oh yeah,  
Cause I know you're out there,  
And your, your looking for me  
It's a crazy idea that you were made,  
Perfectly for me you'll see  
  
Just like the movies  
That's how it will be  
Oh but that's how it should be  
Cinematic and dramatic with the perfect ending  
Oh it's not like the movies,  
Oh but that's how it should be  
When he's the one,  
You'll come undone,  
And your world will stop spinning,  
And it's just the beginning

"
776,Katy Perry,Nothing Like The First Time,/k/katy+perry/nothing+like+the+first+time_20892818.html,"The leaves were falling  
I was seventeen  
We'd been locking lips  
Grabbing hips  
Smoking cigarettes  
We took a drive in your 1990  
Had me down from out of town  
I was California  
Oh my legs were not shaved  
And you had dirt between your fingers  
They told us to behave  
But hey  
  
It's not like riding a bike  
It's not like flying a kite  
It's not as easy as pie  
There's nothing like the first time  
It's not like taking a bath  
It's not like having a laugh  
It's not like reading a map  
There's nothing like the first time  
  
I had seen it in the  
Magazines  
We would  
Change the chanel  
On the tv screen  
Cuz it's such a sin  
What ya did to me  
Straight to hell it's what they sell  
If you've done the deed  
Oh but what could be so bad  
Oh if everyone is guilty  
I guess we want what we can't have  
'Cause I've heard  
  
It's not like riding a bike  
It's not like flying a kite it's not as easy as pie  
There's nothing like the first time  
It's not like taking a bath  
It's not like having a laugh  
It's not like reading a map  
There's nothing like the first time  
  
Do you remember  
Do you remember  
Do you remember  
Do you remember  
  
La la la la la la  
There's nothing like the first time  
La la la la la la  
There's nothing like the first time  
  
It's not a walk in the park  
It's not a shot in the dark  
It's not a juvenile crime  
There's nothing like the first time  
It's not like tying the knot  
There's no connecting the dots  
And in case you forgot  
There's nothing like the first time  
Hey yeah yeah yeah  
There's nothing like the first time  
Oh oh ohhh  
There's nothing like the first time  
Hey ey ey  
There's nothing like the first time  
  
It's not like reading a map  
Oh I can give you that  
There's nothing like the first time

"
777,Katy Perry,One Of The Boys,/k/katy+perry/one+of+the+boys_20745021.html,"I saw a spider  
I didn't scream  
'Cause I can belch the alphabet  
Just double dog dare me  
And I chose guitar over ballet  
And I take these suckers down cause they just  
Get in my way  
The way  
You look at me  
Is kinda like a little sister  
You high-five  
Your goodbyes  
And it leaves me nothing but blisters  
  
So I don't want to be one of the boys  
One of your guys  
Just give me a chance  
To prove to you tonight  
I just wanna be one of the girls  
Pretty in pearls  
Not one of the boys  
  
So over summer something changed  
I started reading Seventeen  
And shaving my legs  
And I studied Lolita religiously  
And I walked right in school  
And caught you  
Staring at me  
'Cause I know  
What you know  
But now your gonna' have to take a number  
Its OK  
Maybe one day  
But not until I get my  
Diamond ring  
  
'Cause I don't want to be one of the boys  
One of your guys  
Just give me a chance  
To prove to you tonight  
I just wanna be your homecoming queen  
A pin up poster dream  
Not one of the boys  
  
I wanna be a flower  
Not a dirty weed  
And I wanna smell like roses  
Not a baseball team  
And I swear maybe one day  
Your gonna' wanna' make out make out make out with me  
  
(Don't wanna be)  
Don't want to be  
(Don't wanna be)  
Don't want to be  
(Don't wanna be)  
  
'Cause I, I don't wanna be one  
One  
One of the boys  
I just wanna be one of the girls  
So pretty in pearls  
Not one of the boys

"
778,Katy Perry,Peacock,/k/katy+perry/peacock_20885341.html,"I wanna see your peacock, cock, cock  
Your peacock, cock  
Your peacock, cock, cock  
Your peacock  
I wanna see your peacock, cock, cock  
Your peacock, cock  
Your peacock, cock, cock  
Your peacock  
  
Word on the street, you got somethin' to show me, me  
Magical, colorful, Mr. Mystery, ee  
I'm intrigued, for a peek, heard it's fascinating  
  
Come on baby let me see  
What you're hiding underneath  
  
Words are mislead  
Such a tease  
Wanna see the show-ow  
In 3-D, a movie  
Heard it's beautiful  
Be the judge  
And my girls gonna take a vote  
  
Come on baby let me see  
What you're hiding underneath  
  
I want the jaw droppin', eye popin', head turnin', body shockin'  
(Uh, uh, oh, Uh, uh, uh, oh)  
I want my heart throbbin', ground shakin, show stoppi'n, amazin'  
(Uh, uh, oh, Uh, uh, uh, oh)  
  
Are you brave enough to let me see your peacock?  
Don't be a chicken boy, stop acting like a beeotch  
I'm a peace out if you don't give me the pay off  
Come on baby let me see  
What you're hiding underneath  
Are you brave enough to let me see your peacock?  
What you're waiting for, it's time for you to show it off  
Don't be a shy kinda guy I'll bet it's beautiful  
Come on baby let me see  
Whatchu hidin' underneath  
  
Your peacock, cock, cock  
Your peacock, cock  
Your peacock, cock, cock  
Your peacock  
I wanna see your peacock, cock, cock  
Your peacock, cock  
Your peacock, cock, cock  
Your peacock  
I wanna see it  
  
Skip the talk, heard it all, time to walk the walk  
Break me off, if your bad, show me who's the boss  
Need some goose, to get lose, come on take a shot  
  
Come on baby let me see  
What you're hiding underneath  
  
I want the jaw droppin', eye poppin', head turnin', body shockin'  
(Uh, uh, oh, uh, uh, uh, oh)  
I want my heart throbbin', ground shakin', show stoppi'n, amazin'  
(Uh, uh, oh, uh, uh, uh, oh)  
  
Are you brave enough to let me see your peacock?  
Don't be a chicken boy, stop acting like a beeotch  
I'm a peace out if you don't give me the pay off  
Come on baby let me see  
What you're hiding underneath  
Are you brave enough to let me see your peacock?  
What you're waiting for, it's time for you to show it off  
Don't be a shy kinda guy I'll bet it's beautiful  
Come on baby let me see  
Whatchu hidin' underneath  
  
I wanna see your peacock, cock, cock  
Your peacock, cock  
Your peacock, cock, cock  
Your peacock, cock  
  
Oh my God no exaggeration  
Now all this time was worth the waiting  
I just shed a tear  
I'm so unprepared  
You've got the finest architecture  
End of the rainbow looking treasure  
Such a sight to see  
And it's all for me  
  
Are you brave enough to let me see your peacock?  
Don't be a chicken boy, stop acting like a beeotch  
I'm a peace out if you don't give me the pay off  
Come on baby let me see  
What you're hiding underneath  
Are you brave enough to let me see your peacock?  
What you're waiting for, it's time for you to show it off  
Don't be a shy kinda guy I'll bet it's beautiful  
Come on baby let me see  
  
I wanna see your peacock, cock, cock  
Your peacock, cock  
I wanna see your peacock, cock, cock  
Your peacock  
I wanna see your peacock, cock, cock  
Your peacock, cock  
I wanna see your  
  
Come on baby let me see  
What you're hiding underneath

"
779,Katy Perry,Playing House,/k/katy+perry/playing+house_20783234.html,"We can't keep playing house  
With such a big world outside  
How do we shut it out?  
At a fork in the road  
Should I stay or should I go?  
I'll keep the cat  
Leave a spare under the mat  
If you need to crash one day  
  
Cause I know we swore forever  
But it seems so far away  
Don't you think we're just too young  
To play these grown up games?  
  
Cause you know me too well  
It'd be like me lying to myself  
But I'm so scared to be alone  
And go back to sleeping with the lights on  
  
Cause I can be myself  
Drunk or sober fat proactive poster  
Wouldn't it be nice  
If we were older  
  
Cause I know we swore forever  
But it seems so far away  
Don't you think we're just too young  
To play these grown up games  
  
Some days I wanna take my chances  
Not live so modernized  
Some day I wanna be a Mrs.  
But it's not yet quite right  
No it's not yet quite right  
  
So there go our future children's names  
I put the rest of us in a box in the closet  
That I cannot open without getting full  
Full of emotion  
Because you know I loved you  
You know I loved you  
You know I loved you  
You know I loved you  
You know I loved you  
  
Cause I know we swore forever  
But it seems so far away  
Don't you think we're just too young  
To play  
  
One day I wanna take my chances  
Not live so modernized  
One day I wanna be a Mrs.  
But it's not yet quite right  
No it's not yet quite right  
No it's not yet quite right

"
780,Katy Perry,Psycho Love,/k/katy+perry/psycho+love_20892774.html,"Twelve noon  
Watch her sleeping in your room  
Why can't that still be me  
Two o'clock and I'm still driving round your block  
Feeling a little  
Crazy  
  
You'd change your number and move to the suburbs  
You run but you can't hide  
You thought I'd forget all of your passwords  
But I like showing up at your place  
So surprising is that look on your face  
  
I am underneath your street light  
Blowing kissing every night  
Psycho love forever  
I'm right outside your window  
Throwing rocks and starting fights  
Psycho love forever  
  
So weeks pass and I found myself another guy  
Someone who loves me equally, yeah  
The tables turn and you're not happy  
When you learn he's moving in with me  
He bought me a big ring we moved to the city  
Now you won't stop calling  
'Cause you always thought that you'd have your plan B  
Now your showing  
Up at my place  
Not surprising  
We both play this game  
  
You're underneath my street light  
Blowing kisses every night  
  
Psycho love forever  
You're right outside my window  
Throwing rocks and starting fights  
Psycho love forever  
  
La la la la  
La la la la  
Forever  
La la la la  
La la la la  
  
You'd change your number and move to the suburbs  
You run but you can't hide  
You thought I'd forget all of your passwords  
But I like showing up at your place  
So surprising that look on your face  
  
I am underneath your street light  
Blowing kissing every night  
Psycho love forever  
I'm right outside your window  
Throwing rocks and starting fights  
Psycho love forever  
  
I am underneath your street light  
Blowing kissing every night  
Psycho love forever  
I'm right outside your window  
Throwing rocks and starting fights  
Psycho love

"
781,Katy Perry,Roar,/k/katy+perry/roar_21066331.html,"I used to bite my tongue and hold my breath  
Scared to rock the boat and make a mess  
So I sat quietly, agree politely  
I guess that I forgot I had a choice  
I let you push me past the breaking point  
I stood for nothing, so I fell for everything  
  
You held me down, but I got up  
Already brushing off the dust  
You hear my voice, your hear that sound  
Like thunder, gonna shake your ground  
You held me down, but I got up  
Get ready 'cause I had enough  
I see it all, I see it now  
  
I got the eye of the tiger, a fighter  
Dancing through the fire  
'Cause I am a champion, and you're gonna hear me roar  
Louder, louder than a lion  
'Cause I am a champion, and you're gonna hear me roar!  
  
Oh oh oh oh oh oh oh oh  
Oh oh oh oh oh oh oh oh  
Oh oh oh oh oh oh oh oh  
You're gonna hear me roar!  
  
Now I'm floating like a butterfly  
Stinging like a bee I earned my stripes  
I went from zero, to my own hero  
  
You held me down, but I got up (hey! )  
Already brushing off the dust  
You hear my voice, your hear that sound  
Like thunder, gonna shake the ground  
You held me down, but I got up  
Get ready 'cause I've had enough  
I see it all, I see it now  
  
I got the eye of the tiger, a fighter  
Dancing through the fire  
'Cause I am a champion, and you're gonna hear me roar  
Louder, louder than a lion  
'Cause I am a champion, and you're gonna hear me roar!  
  
Oh oh oh oh oh oh oh oh  
Oh oh oh oh oh oh oh oh  
Oh oh oh oh oh oh oh oh  
You're gonna hear me roar!  
  
Oh oh oh oh oh oh oh oh  
Oh oh oh oh oh oh oh oh  
Oh oh oh oh oh oh oh oh  
You're gonna hear me roar!  
  
Roar, roar, roar, roar, roar!  
  
I got the eye of the tiger, a fighter  
Dancing through the fire  
'Cause I am a champion, and you're gonna hear me roar  
Louder, louder than a lion  
'Cause I am a champion, and you're gonna hear me roar!  
  
Oh oh oh oh oh oh oh oh  
Oh oh oh oh oh oh oh oh  
Oh oh oh oh oh oh oh oh  
You're gonna hear me roar!  
  
Oh oh oh oh oh oh oh oh  
Oh oh oh oh oh oh oh oh  
Oh oh oh oh oh oh oh oh  
You're gonna hear me roar!

"
782,Katy Perry,Rush,/k/katy+perry/rush_20748040.html,"I kissed your sweet lips  
I floated so high  
Your eyes looked at mine  
The world froze in time  
What is this feeling?  
I am on cloud nine  
Guess  
I'm still reeling  
From your body  
Next to mine  
  
It's a rush  
I can't explain  
Like you shot  
Something crazy  
Into my veins  
And I'm ten feet  
Off the ground  
And I don't want  
To come down  
Don't want  
To come down  
  
I know  
You're sleeping  
I wish you  
Were right here  
'Cause my bed's so empty  
I'd hold you so close dear  
And I sang my song to you  
Your smile was priceless  
What else can I do?  
  
I'm a junkie over you  
  
It's a rush  
I can't explain  
Like you shot something  
Crazy into my veins  
And I'm ten feet  
Off the ground  
And I don't want  
To come down  
  
Is it me  
Or is everything spinning  
I'm wide awake  
But I must be dreaming  
It's like  
You're some kind of drug  
Try to catch my breath  
And see  
If I'm still breathing  
Touch my heart  
And make sure  
It's beating  
It's like  
I'm falling in love  
  
It's a rush  
I can't explain  
Like you shot  
Something crazy  
Into my veins  
And I'm ten feet  
Off the ground  
And I don't  
No I don't  
No  
Don't want  
To come down  
Don't want  
To come down  
Gonna come down

"
783,Katy Perry,Search Me,/k/katy+perry/search+me_20757659.html,"Through this skin you see  
My heart  
Through this laughter you feel  
My pain  
Even through this mask you see  
My face  
For You are the only one who really knows just who I am  
And you search me  
And you know all the secrets of my heart  
And you search me  
Revealing the mysteries of who You are  
You search me  
Growing up never comes  
Easily  
In Your hands, You're the potter  
Molding me  
Then why do I wear this mask and play this game  
Of hide and seek  
When You are the only one who really knows just who I am  
CHORUS  
My Father, my Father  
You are my Father, oh, and I am Your child  
And you hear my cry, even at the midnight  
CHORUS

"
784,Katy Perry,Self Inflicted,/k/katy+perry/self+inflicted_20662464.html,"Remember when I dove  
Into the crowd  
And I got a bloody knee  
Under my skin  
A mark from wiping out  
It brings back the memories  
Every bone's been broken  
And my heart is still wide open  
  
[Chorus]  
I can't stop  
Don't care if I lose  
Baby you are the weapon I choose  
These wounds are self inflicted  
I'm going down in flames for you  
Baby you are the weapon I choose  
These wounds are self inflicted  
One more thing I'm addicted too  
  
With each scar there's a map  
That tells a story  
What a souvenir of Young  
Love's like jumping out  
An airplane riding a tidal  
Wave on an ocean of emotion  
My heart rips me wide open  
  
[Chorus]  
  
And I cover up these scars  
(We'll make it we'll make it  
But we break it)  
And I can't stop seeing stars  
(Lets hope not die)  
Whenever you're around  
Around  
  
[Chorus]  
  
I can't stop no I can't stop  
No I can't stop  
Oh I'm going out in flames  
Oh I'm going down in flames  
Oh  
Baby you are the weapon I choose  
Baby you are the weapon I choose

"
785,Katy Perry,Spiritual,/k/katy+perry/spiritual_21069178.html,"Lay me down at your altar, baby  
I'm a slave to this luck  
Your electric lips have got me speaking in tales  
  
I have prayed for a power like you  
To see deep down in my soul  
Oh, you make me bloom like a flower at desert road  
  
Magic, or one, or mystery  
All of you trying to work on me  
I would surrender myself  
Holy hell, and heaven high  
You will open up my eyes  
And I'm finally here  
  
This is spiritual, under your spell  
Phenomenon, the way you make me feel  
Like an angel, oh, at blow  
Like a feather, you make me float  
  
Love you crazy kite on your left  
Lost in sweet ecstasy  
Found a nirvana finally  
  
Magic, or one, or mystery  
All of you trying to work on me  
I would surrender myself  
Holy hell, and heaven high  
You will open up my eyes  
And I am finally here  
  
This is spiritual, under your spell  
Phenomenon, the way you make me feel  
Like an angel, oh, at blow  
Like a feather, you make me float  
  
(You make me float, you make me float)  
  
This is spiritual, under your spell  
So phenomenon, the way you make me feel  
Like an angel, oh, at blow  
Like a feather, you make me float  
  
(You make me float, oh, you make me float)

"
786,Katy Perry,Takes One To Know One,/k/katy+perry/takes+one+to+know+one_20748039.html,"What are you lookin' at?  
(Yeah)  
  
I saw this coming  
From a mile away  
I saw a crack  
In the egg  
A little rip  
In the page  
  
I found  
Your necklace  
On the floor  
Underneath the bed  
Where you said  
I was the only one  
  
You thought I'd cry  
(You-thought-i'd-cry)  
You thought I'd lay  
Down and die  
You thought  
There's no  
Hetting over you  
(Ha-ha)  
  
And all this time  
(All-this-time)  
You've been having  
Your fun  
I've been having  
Some fun too  
  
Cause' it  
Takes one to know one  
Congrats  
You've met your match  
You think I'd lie here  
Heartbroken  
But the knife  
Is in your back  
(In-your-back)  
  
You left your suit  
You left your tie  
And looked me in the eye  
And swore that it  
Was business baby  
(Yeah right)  
  
And when you left  
I got a call  
That started it all  
And now  
It's not your business  
Ba-by  
  
You thought I'd cry  
(You-thought-i'd-cry)  
You thought I'd lay  
Down and die  
You thought  
There's no  
Getting over you  
(Ha-ha)  
  
But all this time  
(All-this-time)  
You've been having  
Your fun  
I've been having  
Some fun too  
  
Cause' it  
Takes one to know one  
Congrats  
You've met your match  
You think I'd lie here  
Heartbroken  
(I'd-lie-here)  
But the knife  
Is in your back  
(In-your-back)  
  
You're such a wreck  
The cutest accident  
Makes so much sense  
You'll come  
Back to me  
Oh  
(Ahhhh)  
  
And I'll let you  
  
Hey  
Huh  
You're back  
  
Cause' it takes one  
To know one  
Congrats  
You've met your match  
You think  
I'd lie here  
Heartbroken  
(I'd-lie-here)  
But the knife  
Is in you're back  
(In-your-back)  
  
Cause' it  
Takes one to know one  
(Hi, nice to meet you)  
Congrats  
You've met your match  
You think  
I'd lie here  
Heartbroken  
(I'll-lie-here)  
But the knife  
Is in your back  
(In-your-back)

"
787,Katy Perry,Teenage Dream,/k/katy+perry/teenage+dream_20603560.html,"You think I'm pretty  
Without any make-up on  
You think I'm funny  
When I tell the punch line wrong  
I know you get me  
So I'll let my walls come down, down  
  
Before you met me  
I was alright but things were kinda heavy  
You brought me to life now every February  
You'll be my valentine, valentine  
  
Let's go all the way tonight  
No regrets, just love  
We can dance until we die  
You and I  
We'll be young forever  
  
You make me  
Feel like I'm living a, teenage dream  
The way you turn me on  
I, can't, sleep  
Let's runaway And don't ever look back  
Don't ever look back  
  
My, heart, stops when you look at me  
Just, one, touch  
Now baby I believe this, is, real  
So take a chance and don't ever look back  
Don't ever look back  
  
We drove to Cali  
And got drunk on the beach  
Got a motel and  
Built a fort out of sheets  
I finally found you  
My missing puzzle piece  
I'm complete  
  
Let's go all the way tonight  
No regrets, just love  
We can dance until we die  
You and I  
We'll be young forever  
  
You make me  
Feel like I'm living a, teenage dream  
The way you turn me on  
I, can't, sleep  
Let's runaway And don't ever look back  
Don't ever look back  
  
My, heart, stops when you look at me  
Just, one, touch  
Now baby I believe this, is, real  
So take a chance and don't ever look back  
Don't ever look back  
  
I'm a get your heart racing  
In my skin-tight jeans  
Be a teenage dream tonight  
  
Let you put your hands on me  
In my skin-tight jeans  
Be a teenage dream tonight  
(Tonight, tonight, tonight)  
  
You make me  
Feel like I'm living a, teenage dream  
The way you turn me on  
I, can't, sleep  
Let's runaway And don't ever look back  
Don't ever look back  
  
My, heart, stops when you look at me  
Just, one, touch  
Now baby I believe this is real  
So take a chance and don't ever look back  
Don't ever look back  
  
I'm a get your heart racing  
In my skin-tight jeans  
Be a teenage dream tonight  
  
Let you put your hands on me  
In my skin-tight jeans  
Be a teenage dream tonight  
(Tonight, tonight, tonight, tonight, tonight)

"
788,Katy Perry,The Better Half Of Me,/k/katy+perry/the+better+half+of+me_20886379.html,"I took advantage of you a stepping stone to my pedestal  
When you had enough of it  
I said fine good luck replacing this  
Cause I seem strong and independent self sufficient, confident  
And I'm like mercury rising to the top so selfishly  
  
The better half of me was you  
I'm like a hive without a bee without you  
I gotta find ya gotta, remind ya  
That two is better than one  
  
So please accept my apology cause I'm feeling  
Like a branch without it's tree  
It took me a fall to really see  
That your the catch I wanna keep  
  
'Cause I get weak thinking about you  
Living without you life has no value  
Baby come back to me  
'Cause you're the only missing piece  
  
'Cause the better half of me was you  
I'm like the hive without it's bee without you  
I gotta find ya, gotta remind ya  
That two is better than one  
  
Ooh it took a little earthquake  
To appreciate the stability you've given me  
So consistently  
  
The better half of me was you  
I'm like a bird without it's wings without you  
I gotta find ya, gotta remind ya  
That two is stronger than one  
  
The better half of me, oh it's you  
I'm like a heart without it's beat without you  
I gotta find ya, gotta remind ya  
I promise you that I'm gotta try to  
I'm gonna love ya cause two is better than one

"
789,Katy Perry,The Girl Next Door,/k/katy+perry/the+girl+next+door_20915671.html,"Got a call from my friend  
She saw my picture again  
In a magazine  
We laughed out loud  
'Cuz she said ""remeber when...  
This was all a silly dream?  
Now I wake up every day  
In a different city  
A smile on my face  
Somebody pinch me  
She said ""all the world's a satge""  
But girl you know  
Those cameras and lights  
Won't ever change me  
  
I don't drink champagne  
When I'm back home with my friends  
We sip on tea on the porch  
'Cuz I'm still the girl next door  
No fancy things when I come off tour  
I slip back into my jeans  
'Cuz I'm still the girl next door  
  
It's amazin' to hear people singin' along  
Hear the radio playin' my song  
I still get butterflies  
Still get nervous inside  
In the spotlight  
  
Now every now n then  
On a friday night  
Cruisin' down to the dive bar  
We waste the night away  
Spend saturday sleepin' in late  
Those were the good days  
  
I don't drink champagne  
When I'm back home with my friends  
We sip on tea on the porch  
'Cuz I'm still the girl next door  
No fancy things when I come off tour  
I slip back into my jeans  
'Cuz I'm still the girl next door  
  
And even when I'm miles away  
I'll always have the roots from where I came  
Cuz when it all fades away  
My home will still be the same  
  
Yeah eh  
Yeah...  
  
I don't drink champagne  
When I'm back home with my friends  
We sip on tea on the porch  
'Cuz I'm still the girl next door  
No fancy things when I come off tour  
I slip back into my jeans  
'Cuz I'm still the girl next door

"
790,Katy Perry,The One That Got Away,/k/katy+perry/the+one+that+got+away_20886377.html,"Summer after high school, when we first met  
We make-out in your Mustang to Radiohead  
And on my eighteenth birthday, we got matching tattoos  
  
Used to steal your parents liquor and climb to the roof  
Talk about our future like we had a clue  
Never planned that one day I'd be losing you  
  
[Chorus]  
In another life, I would be your girl  
We keep all our promises, be us against the world  
In another life, I would make you stay  
So I don't have to say you were the one that got away  
The one that got away  
  
I was June and you were my Johnny Cash  
Never one without the other, we made a pact  
Sometimes when I miss you, I put those records on, whoa  
  
Someone said you had your tattoo removed  
Saw you downtown, singing the blues  
It's time to face the music, I'm no longer your muse  
  
[Chorus]  
  
The one, the one, the one  
The one that got away  
  
All this money can't buy me a time machine, no  
Can't replace you with a million rings, no  
I should'a told you what you meant to me, whoa  
Cause now I pay the price  
  
[Chorus]  
  
The one (the one)  
The one (the one)  
The one (the one)  
  
In another life, I would make you stay  
So I don't have to say you were the one that got away  
The one that got away

"
791,Katy Perry,The Owl And The Pussycat,/k/katy+perry/the+owl+and+the+pussycat_20979964.html,"The owl and the pussy cat went to sea in a beautiful  
Pea green boat they took some honey and plenty of money  
Wrapped up in a five pound note.  
The owl looked up to the stars above,  
And sang from a small guitar,  
Oh lovely pussy oh pussy my love,  
What a beautiful pussy you are you are what a beautiful  
Pussy you are. So they sailed away for a year and a  
Day to the land where the palm trees grow,  
And there in a wood a piggy wig stood with a ring on  
The end of his nose his nose a ring on the end of his  
Nose. Dear pig are you willing to sell for one shilling  
Your ring? Said the piggy I will.  
So they took it away and were married nest day by the  
Turkey who lived on the hill.  
The dined on mince and slices of quince which they  
Ate with an runcible spoon and hand in hand by the  
Edge of the sand they dance in the light of the moon  
The moon they danced in the light of the moon.

"
792,Katy Perry,Time's Up,/k/katy+perry/times+up_20897718.html,"I've played the song,  
Now it drives me crazy  
I've run the race  
Now I'm too damn lazy  
This love of ours  
Is a fading photograph yeah yeah  
Now I must approach to life today,  
Seems a little different,  
Hard to say,  
But it looks like the end.  
  
Time's up  
Promise this time I'll get it off  
Better we slam the door shut  
Didn't you know if nothing  
Changes nothing changes.  
Time's up  
Promise this time I'll get it off  
Better we turn the lights off  
Love is a train we wait for it  
Even when it's gone.  
  
We've surfed the wave  
Now we've hit the short end  
We've squeezed the fruit  
Till there's no more juice left.  
We're both so good  
Good at keeping up the lie yeah yeah  
Hey but no one's got to die  
We can get it in prospective,  
Kiss my lips  
Life is what we make it.  
  
Time's up  
Promise this time I'll get it off  
Better we slam the door shut  
Didn't you know if nothing  
Changes nothing changes.  
Time's up,  
Promise this time I'll get it off  
Better we turn the lights off  
Love is a train we wait for it  
Even when it's gone.  
  
As I'm waving you goodbye  
I want you to smile  
Save a picture in your frame  
File it right next to my name  
I'm willing to die  
For love willing to try  
But not willing to lie for love  
I know that this cakes already baked  
Now it's burning burning.  
  
We can get it in prospective,  
Kiss my lips  
Life is what we make it  
  
Time's up  
Promise this time I'll get it off  
Better we slam the door shut,  
Didn't you know if nothing  
Changes nothing changes.  
Times up,  
Promise this time I'll get it off  
Better we turn the lights off  
Love is a train we wait for it yeah yeah  
Even when it's gone.  
Time's up,  
Promise this time I get enough,  
Promise this time I'll get it off  
Love is a train we wait for it  
Even when it's gone

"
793,Katy Perry,Ur So Stupid,/k/katy+perry/ur+so+stupid_20915124.html,"I hope you hang yourself with your stupid scarf  
While jacking off listening to Mozart  
You mean and moan about L. A.  
Wishing you were in the rain reading Hemingway  
You don't eat meat and drive electrical cars  
You're so indie rock it's almost an art  
You need money  
Just to stay alive  
  
You're so stupid and you don't even like boys  
No you don't even like, no you don't even like, no you don't even like boys  
You're so stupid and you don't even like boys  
No you don't even like, no you don't even like, no you don't even like boys  
  
You're so mad maybe you should buy a big mac  
You're so skinny you should really super size the deal  
Secretly you you're so amused  
And nobody understands you  
I'm so mean cuz cannot get you out of your head  
I'm so angry cuz you'd rather my space instead  
I can't believe I fell in love  
With someone that wears more make up and  
  
You're so stupid and you don't even like boys  
No you don't even like, no you don't even like, no you don't even like boys  
You're so stupid and you don't even like boys  
No you don't even like, no you don't even like, no you don't even like  
  
Oh, oh, oh, oh, oh, oh  
La, la, la  
La, la, la  
Oh, oh, oh  
Do, do, do, do, bop, bop, bow  
Do, do, do, bop, bop. Day  
You're so stupid, you're so stupid  
  
You walking around like you're oh so debonair  
You pull them down and there's really nothing there  
I wish you would just be real with me  
  
You're so stupid and you don't even like boys  
No you don't even like, no you don't even like, no you don't even like boys  
You're so stupid and you don't even like boys  
No you don't even like, no you don't even like, no you don't even like  
You're so stupid and you don't even like boys  
No you don't even like, no you don't even like, no you don't even like...  
Boys.  
No you don't even like, no you don't even like, no, no, no, no, no, no

"
